,avg_acidity,white,rank
68,3.396666666666667,0.0,5
69,2.9183333333333334,0.0,6
70,2.8033333333333332,0.0,6
71,2.866666666666667,0.0,5
72,2.8700000000000006,0.0,5
73,3.0783333333333336,0.0,4
74,3.5199999999999996,0.0,5
75,3.2833333333333337,0.0,5
76,3.2833333333333337,0.0,5
77,2.5283333333333333,0.0,6
78,2.5233333333333334,0.0,5
79,3.0416666666666665,0.0,4
80,2.2833333333333337,0.0,5
81,2.9766666666666666,0.0,5
82,2.7900000000000005,0.0,5
83,2.7433333333333336,0.0,5
84,2.36,0.0,6
85,2.5333333333333337,0.0,5
86,3.123333333333333,0.0,6
87,2.8166666666666664,0.0,5
88,3.376666666666667,0.0,5
89,2.566666666666667,0.0,5
90,2.893333333333333,0.0,5
91,3.123333333333333,0.0,6
92,3.1266666666666665,0.0,5
93,2.8166666666666664,0.0,5
94,2.02,0.0,4
95,1.8233333333333333,0.0,6
96,2.525,0.0,5
97,2.5833333333333335,0.0,5
98,2.8533333333333335,0.0,5
99,2.9416666666666664,0.0,6
100,3.0700000000000003,0.0,6
101,2.866666666666667,0.0,6
102,2.9416666666666664,0.0,6
103,2.965,0.0,5
104,2.6433333333333335,0.0,5
105,2.965,0.0,5
106,2.963333333333333,0.0,5
107,2.38,0.0,5
108,2.953333333333333,0.0,6
109,3.135,0.0,5
110,2.8499999999999996,0.0,5
111,3.0366666666666666,0.0,5
112,3.033333333333333,0.0,5
113,3.6166666666666667,0.0,6
114,2.8499999999999996,0.0,5
115,3.3700000000000006,0.0,6
116,3.0399999999999996,0.0,6
117,2.826666666666666,0.0,6
118,3.1300000000000003,0.0,6
119,2.59,0.0,6
120,2.82,0.0,5
121,3.1300000000000003,0.0,6
122,2.665,0.0,5
123,2.9033333333333338,0.0,5
124,2.8233333333333337,0.0,5
125,3.2199999999999993,0.0,5
126,3.1766666666666663,0.0,5
127,3.143333333333333,0.0,5
128,2.9166666666666665,0.0,7
129,2.21,0.0,5
130,3.1016666666666666,0.0,5
131,2.063333333333333,0.0,5
132,2.063333333333333,0.0,5
133,2.3699999999999997,0.0,6
134,2.9966666666666675,0.0,6
135,3.0849999999999995,0.0,5
136,3.055,0.0,5
137,2.6583333333333337,0.0,5
138,2.8499999999999996,0.0,5
139,2.8499999999999996,0.0,5
140,3.0849999999999995,0.0,5
141,3.055,0.0,5
142,1.8466666666666667,0.0,6
143,2.2566666666666664,0.0,5
144,1.8466666666666667,0.0,6
145,3.106666666666667,0.0,5
146,2.1666666666666665,0.0,5
147,2.783333333333333,0.0,5
148,2.4966666666666666,0.0,6
149,3.013333333333333,0.0,6
150,2.6999999999999997,0.0,6
151,3.573333333333333,0.0,4
152,2.7099999999999995,0.0,5
153,2.7099999999999995,0.0,5
154,2.65,0.0,5
155,2.65,0.0,5
156,2.65,0.0,5
157,2.65,0.0,5
158,2.5933333333333333,0.0,5
159,2.5266666666666664,0.0,6
160,2.8599999999999994,0.0,5
161,2.766666666666666,0.0,4
162,2.7899999999999996,0.0,6
163,2.7533333333333334,0.0,5
164,2.716666666666667,0.0,5
165,2.97,0.0,5
166,2.513333333333333,0.0,5
167,2.6266666666666665,0.0,4
168,2.5,0.0,6
169,2.815,0.0,5
170,2.938333333333333,0.0,4
171,2.8633333333333333,0.0,6
172,2.8633333333333333,0.0,6
173,2.69,0.0,6
174,2.63,0.0,5
175,2.48,0.0,5
176,2.63,0.0,5
177,2.813333333333333,0.0,6
178,2.6016666666666666,0.0,5
179,3.1833333333333336,0.0,5
180,3.1833333333333336,0.0,5
181,3.3333333333333335,0.0,5
182,2.65,0.0,5
183,2.5366666666666666,0.0,5
184,2.5100000000000002,0.0,6
185,3.2600000000000002,0.0,5
186,2.7566666666666664,0.0,5
187,2.8349999999999995,0.0,5
188,2.91,0.0,5
189,2.9033333333333338,0.0,5
190,3.016666666666666,0.0,5
191,2.3400000000000003,0.0,6
192,2.5166666666666666,0.0,5
193,2.786666666666667,0.0,5
194,2.786666666666667,0.0,5
195,2.9066666666666667,0.0,5
196,2.7266666666666666,0.0,5
197,4.133333333333334,0.0,6
198,2.105,0.0,7
199,2.6833333333333336,0.0,4
200,3.4633333333333334,0.0,7
201,3.216666666666667,0.0,5
202,2.47,0.0,5
203,2.59,0.0,5
204,2.5966666666666667,0.0,6
205,4.613333333333334,0.0,7
206,4.613333333333334,0.0,7
207,2.893333333333333,0.0,5
208,2.84,0.0,5
209,3.9600000000000004,0.0,7
210,3.6099999999999994,0.0,6
211,2.9883333333333333,0.0,6
212,4.226666666666667,0.0,6
213,3.01,0.0,5
214,2.8716666666666666,0.0,6
215,2.66,0.0,5
216,3.1616666666666666,0.0,5
217,3.015,0.0,5
218,2.7266666666666666,0.0,5
219,2.8866666666666667,0.0,5
220,2.8366666666666664,0.0,6
221,2.7300000000000004,0.0,5
222,2.4833333333333334,0.0,5
223,3.1649999999999996,0.0,6
224,3.1316666666666664,0.0,4
225,2.7933333333333334,0.0,6
226,3.33,0.0,6
227,3.3200000000000003,0.0,5
228,2.7933333333333334,0.0,6
229,2.5566666666666666,0.0,5
230,1.9066666666666665,0.0,7
231,2.813333333333334,0.0,6
232,3.023333333333333,0.0,6
233,2.5566666666666666,0.0,5
234,3.0966666666666662,0.0,6
235,2.61,0.0,6
236,2.61,0.0,6
237,2.615,0.0,6
238,2.61,0.0,6
239,3.0966666666666662,0.0,6
240,3.3016666666666663,0.0,5
241,4.3133333333333335,0.0,6
242,2.793333333333333,0.0,6
243,5.216666666666667,0.0,7
244,5.216666666666667,0.0,7
245,2.6533333333333333,0.0,6
246,2.6166666666666667,0.0,5
247,2.9899999999999998,0.0,5
248,2.7633333333333336,0.0,6
249,2.6533333333333333,0.0,6
250,3.8533333333333335,0.0,6
251,2.5666666666666664,0.0,6
252,3.9766666666666666,0.0,5
253,2.965,0.0,5
254,2.5666666666666664,0.0,6
255,2.9333333333333336,0.0,5
256,3.3699999999999997,0.0,5
257,2.4316666666666666,0.0,5
258,2.9566666666666666,0.0,5
259,3.5933333333333337,0.0,7
260,2.8200000000000003,0.0,5
261,2.6716666666666664,0.0,4
262,2.8499999999999996,0.0,5
263,2.8333333333333335,0.0,5
264,4.516666666666667,0.0,5
265,4.193333333333333,0.0,7
266,2.9899999999999998,0.0,4
267,2.9033333333333338,0.0,8
268,2.4933333333333336,0.0,6
269,4.0633333333333335,0.0,6
270,2.8350000000000004,0.0,6
271,4.0633333333333335,0.0,6
272,3.9499999999999997,0.0,5
273,3.105,0.0,5
274,2.776666666666667,0.0,5
275,2.8350000000000004,0.0,6
276,2.4933333333333336,0.0,6
277,4.0633333333333335,0.0,6
278,3.69,0.0,8
279,3.206666666666667,0.0,7
280,4.033333333333333,0.0,6
281,2.8833333333333333,0.0,7
282,2.746666666666666,0.0,5
283,3.206666666666667,0.0,7
284,3.52,0.0,5
285,3.52,0.0,5
286,4.333333333333333,0.0,6
287,2.6733333333333333,0.0,6
288,3.103333333333333,0.0,7
289,4.183333333333333,0.0,5
290,3.103333333333333,0.0,7
291,3.893333333333333,0.0,5
292,3.726666666666667,0.0,6
293,2.5033333333333334,0.0,6
294,4.72,0.0,6
295,3.9200000000000004,0.0,5
296,3.933333333333333,0.0,5
297,2.5966666666666662,0.0,5
298,2.6233333333333335,0.0,5
299,2.5433333333333334,0.0,5
300,2.6966666666666668,0.0,6
301,3.92,0.0,6
302,3.0416666666666665,0.0,5
303,2.73,0.0,5
304,3.216666666666667,0.0,5
305,3.77,0.0,6
306,2.8466666666666662,0.0,5
307,3.7100000000000004,0.0,6
308,3.723333333333333,0.0,6
309,2.69,0.0,6
310,3.77,0.0,6
311,2.89,0.0,6
312,3.2566666666666673,0.0,6
313,3.1233333333333335,0.0,5
314,2.6833333333333336,0.0,5
315,2.5799999999999996,0.0,6
316,3.4633333333333334,0.0,5
317,3.496666666666666,0.0,6
318,3.616666666666667,0.0,7
319,3.496666666666666,0.0,6
320,3.616666666666667,0.0,7
321,3.39,0.0,5
322,2.8233333333333337,0.0,5
323,3.77,0.0,6
324,3.563333333333333,0.0,6
325,3.563333333333333,0.0,6
326,4.263333333333333,0.0,7
327,3.7466666666666666,0.0,5
328,4.763333333333333,0.0,6
329,3.85,0.0,5
330,3.733333333333333,0.0,6
331,3.733333333333333,0.0,6
332,2.953333333333333,0.0,6
333,3.0133333333333336,0.0,5
334,2.8533333333333335,0.0,7
335,4.375,0.0,7
336,3.26,0.0,6
337,2.85,0.0,5
338,4.49,0.0,6
339,4.44,0.0,7
340,4.346666666666667,0.0,6
341,3.8333333333333335,0.0,6
342,3.9200000000000004,0.0,6
343,3.9200000000000004,0.0,6
344,4.323333333333333,0.0,6
345,2.561666666666667,0.0,5
346,2.478333333333333,0.0,7
347,4.986666666666667,0.0,6
348,3.49,0.0,6
349,3.295,0.0,6
350,3.8633333333333333,0.0,6
351,3.2983333333333333,0.0,6
352,2.7883333333333336,0.0,5
353,4.94,0.0,5
354,2.236666666666667,0.0,6
355,2.486666666666667,0.0,6
356,4.1433333333333335,0.0,5
357,3.86,0.0,7
358,4.33,0.0,7
359,4.546666666666667,0.0,6
360,3.043333333333333,0.0,5
361,3.1199999999999997,0.0,6
362,4.38,0.0,5
363,4.53,0.0,5
364,4.691666666666667,0.0,7
365,3.64,0.0,6
366,4.691666666666667,0.0,7
367,3.8616666666666664,0.0,5
368,3.72,0.0,5
369,3.4,0.0,7
370,2.5616666666666665,0.0,5
371,2.846666666666667,0.0,6
372,3.2866666666666666,0.0,6
373,2.723333333333333,0.0,5
374,5.013333333333334,0.0,6
375,4.25,0.0,7
376,4.1499999999999995,0.0,6
377,3.4,0.0,7
378,4.2283333333333335,0.0,6
379,3.0333333333333337,0.0,6
380,2.9933333333333336,0.0,6
381,4.931666666666666,0.0,6
382,2.9933333333333336,0.0,6
383,2.9933333333333336,0.0,6
384,2.83,0.0,5
385,2.7000000000000006,0.0,6
386,2.8666666666666667,0.0,6
387,3.036666666666667,0.0,6
388,2.84,0.0,6
389,3.43,0.0,7
390,2.1666666666666665,0.0,8
391,4.931666666666666,0.0,6
392,3.463333333333333,0.0,5
393,3.225,0.0,5
394,4.6499999999999995,0.0,5
395,4.376666666666666,0.0,7
396,2.4516666666666667,0.0,5
397,4.226666666666667,0.0,6
398,4.226666666666667,0.0,6
399,3.2283333333333335,0.0,5
400,2.4516666666666667,0.0,5
401,2.7533333333333334,0.0,6
402,4.406666666666666,0.0,6
403,4.163333333333333,0.0,6
404,2.813333333333334,0.0,5
405,3.1566666666666667,0.0,6
406,3.5700000000000003,0.0,6
407,4.3500000000000005,0.0,7
408,3.7733333333333334,0.0,6
409,4.483333333333333,0.0,4
410,3.2566666666666664,0.0,6
411,3.2999999999999994,0.0,5
412,2.665,0.0,5
413,3.61,0.0,7
414,3.22,0.0,5
415,3.188333333333333,0.0,5
416,3.9066666666666667,0.0,6
417,2.566666666666667,0.0,5
418,4.263333333333334,0.0,6
419,2.5233333333333334,0.0,5
420,3.4633333333333334,0.0,7
421,2.4899999999999998,0.0,7
422,2.953333333333333,0.0,5
423,3.736666666666667,0.0,7
424,2.953333333333333,0.0,5
425,2.4899999999999998,0.0,7
426,2.3833333333333333,0.0,6
427,3.5,0.0,6
428,3.3166666666666664,0.0,5
429,4.756666666666667,0.0,6
430,3.736666666666667,0.0,7
431,2.9,0.0,5
432,4.319999999999999,0.0,6
433,4.44,0.0,5
434,3.786666666666667,0.0,6
435,4.44,0.0,5
436,2.99,0.0,6
437,4.093333333333333,0.0,6
438,3.786666666666667,0.0,6
439,2.6,0.0,5
440,4.543333333333334,0.0,8
441,4.316666666666667,0.0,6
442,5.6816666666666675,0.0,7
443,3.643333333333333,0.0,7
444,1.96,0.0,7
445,3.445,0.0,6
446,4.493333333333333,0.0,5
447,3.356666666666667,0.0,5
448,3.1166666666666667,0.0,6
449,4.326666666666667,0.0,6
450,4.326666666666667,0.0,6
451,3.0999999999999996,0.0,6
452,2.4633333333333334,0.0,6
453,3.786666666666667,0.0,7
454,2.5433333333333334,0.0,5
455,4.196666666666666,0.0,8
456,3.2933333333333334,0.0,5
457,3.346666666666667,0.0,5
458,3.786666666666667,0.0,7
459,4.28,0.0,3
460,3.383333333333333,0.0,6
461,3.0450000000000004,0.0,5
462,3.98,0.0,5
463,3.153333333333333,0.0,5
464,4.118333333333333,0.0,6
465,3.563333333333333,0.0,5
466,3.74,0.0,6
467,3.236666666666667,0.0,6
468,4.1499999999999995,0.0,6
469,3.1799999999999997,0.0,5
470,4.656666666666667,0.0,5
471,3.52,0.0,6
472,4.473333333333334,0.0,6
473,3.6,0.0,5
474,3.763333333333333,0.0,6
475,3.5066666666666664,0.0,5
476,3.3266666666666667,0.0,5
477,3.7100000000000004,0.0,6
478,3.5066666666666664,0.0,5
479,3.3983333333333334,0.0,6
480,3.7566666666666664,0.0,5
481,3.4200000000000004,0.0,8
482,3.8499999999999996,0.0,5
483,3.853333333333333,0.0,5
484,3.9066666666666663,0.0,6
485,3.7533333333333334,0.0,5
486,3.7533333333333334,0.0,5
487,3.7349999999999994,0.0,6
488,4.156666666666667,0.0,7
489,3.3633333333333337,0.0,6
490,3.4483333333333337,0.0,6
491,3.3699999999999997,0.0,7
492,3.27,0.0,7
493,3.233333333333333,0.0,6
494,2.3733333333333335,0.0,6
495,3.8599999999999994,0.0,8
496,2.856666666666667,0.0,6
497,2.62,0.0,5
498,3.8599999999999994,0.0,8
499,3.233333333333333,0.0,6
500,2.856666666666667,0.0,6
501,3.856666666666667,0.0,7
502,3.856666666666667,0.0,7
503,3.7433333333333336,0.0,7
504,3.72,0.0,7
505,3.7733333333333334,0.0,7
506,3.7000000000000006,0.0,7
507,4.14,0.0,6
508,3.6333333333333333,0.0,6
509,4.78,0.0,7
510,4.4366666666666665,0.0,5
511,3.6333333333333333,0.0,6
512,3.86,0.0,6
513,3.8833333333333333,0.0,7
514,3.8833333333333333,0.0,7
515,3.215,0.0,5
516,4.53,0.0,6
517,3.8333333333333335,0.0,3
518,3.866666666666667,0.0,6
519,2.7183333333333333,0.0,5
520,3.5133333333333336,0.0,6
521,2.8333333333333335,0.0,5
522,3.026666666666667,0.0,5
523,3.396666666666667,0.0,5
524,3.373333333333333,0.0,5
525,3.7600000000000002,0.0,5
526,2.7183333333333333,0.0,5
527,2.6233333333333335,0.0,6
528,3.0366666666666666,0.0,6
529,3.5900000000000003,0.0,5
530,3.186666666666667,0.0,6
531,4.256666666666667,0.0,5
532,4.256666666666667,0.0,5
533,3.6033333333333335,0.0,6
534,3.5733333333333337,0.0,6
535,3.186666666666667,0.0,6
536,3.5900000000000003,0.0,5
537,3.0549999999999997,0.0,6
538,4.58,0.0,7
539,4.1466666666666665,0.0,5
540,3.3433333333333333,0.0,5
541,3.483333333333334,0.0,6
542,3.4183333333333334,0.0,5
543,4.033333333333333,0.0,6
544,5.116666666666667,0.0,6
545,3.3533333333333335,0.0,5
546,2.7633333333333336,0.0,6
547,3.8000000000000003,0.0,6
548,4.413333333333333,0.0,6
549,3.34,0.0,6
550,2.44,0.0,6
551,3.356666666666667,0.0,6
552,3.4000000000000004,0.0,6
553,2.0933333333333333,0.0,5
554,5.544999999999999,0.0,5
555,5.544999999999999,0.0,5
556,3.973333333333333,0.0,6
557,5.578333333333333,0.0,5
558,3.973333333333333,0.0,6
559,4.653333333333333,0.0,6
560,4.596666666666667,0.0,5
561,3.31,0.0,5
562,3.3433333333333333,0.0,5
563,2.793333333333333,0.0,6
564,4.653333333333333,0.0,6
565,4.596666666666667,0.0,5
566,3.213333333333333,0.0,6
567,3.213333333333333,0.0,6
568,3.596666666666667,0.0,6
569,2.266666666666667,0.0,6
570,4.113333333333333,0.0,6
571,2.266666666666667,0.0,6
572,3.643333333333333,0.0,5
573,3.86,0.0,4
574,3.81,0.0,6
575,4.3533333333333335,0.0,6
576,3.546666666666667,0.0,4
577,3.2433333333333336,0.0,5
578,3.253333333333334,0.0,5
579,3.8000000000000003,0.0,6
580,4.430000000000001,0.0,5
581,4.430000000000001,0.0,5
582,4.226666666666667,0.0,5
583,4.256666666666667,0.0,7
584,4.206666666666667,0.0,7
585,2.783333333333333,0.0,6
586,3.966666666666667,0.0,7
587,2.7566666666666664,0.0,5
588,1.8866666666666667,0.0,8
589,3.6599999999999997,0.0,7
590,3.313333333333333,0.0,5
591,2.493333333333333,0.0,6
592,3.313333333333333,0.0,5
593,3.6566666666666667,0.0,5
594,2.93,0.0,5
595,3.301666666666667,0.0,5
596,4.4366666666666665,0.0,6
597,4.3533333333333335,0.0,6
598,3.0883333333333334,0.0,6
599,4.579999999999999,0.0,6
600,3.1283333333333325,0.0,4
601,4.726666666666667,0.0,6
602,2.845,0.0,5
603,4.726666666666667,0.0,6
604,3.003333333333334,0.0,6
605,3.0100000000000002,0.0,6
606,3.43,0.0,7
607,3.2300000000000004,0.0,6
608,3.7066666666666666,0.0,6
609,2.2833333333333337,0.0,6
610,3.193333333333334,0.0,5
611,4.71,0.0,5
612,2.7133333333333334,0.0,6
613,2.99,0.0,5
614,3.3783333333333334,0.0,6
615,3.5666666666666664,0.0,5
616,3.5666666666666664,0.0,5
617,4.1066666666666665,0.0,6
618,4.12,0.0,5
619,4.026666666666666,0.0,5
620,3.026666666666667,0.0,5
621,2.9966666666666666,0.0,5
622,3.6,0.0,5
623,2.8866666666666667,0.0,6
624,2.4966666666666666,0.0,5
625,2.4966666666666666,0.0,5
626,3.23,0.0,5
627,3.23,0.0,5
628,3.166666666666666,0.0,6
629,2.8383333333333334,0.0,5
630,3.166666666666666,0.0,6
631,3.7399999999999998,0.0,5
632,2.716666666666667,0.0,6
633,3.751666666666667,0.0,4
634,2.8200000000000003,0.0,5
635,3.1799999999999997,0.0,5
636,3.5866666666666664,0.0,5
637,3.5516666666666663,0.0,5
638,2.9116666666666666,0.0,7
639,3.1799999999999997,0.0,6
640,3.6300000000000003,0.0,5
641,3.51,0.0,5
642,3.6300000000000003,0.0,5
643,3.51,0.0,5
644,3.6300000000000003,0.0,5
645,2.8466666666666662,0.0,7
646,2.6733333333333333,0.0,5
647,3.051666666666667,0.0,4
648,3.16,0.0,7
649,2.4633333333333334,0.0,6
650,3.84,0.0,5
651,3.643333333333334,0.0,5
652,5.636666666666667,0.0,5
653,3.44,0.0,6
654,3.18,0.0,5
655,3.473333333333333,0.0,5
656,3.84,0.0,5
657,4.363333333333333,0.0,7
658,2.596666666666667,0.0,6
659,2.653333333333333,0.0,4
660,2.596666666666667,0.0,6
661,2.7433333333333336,0.0,5
662,2.61,0.0,6
663,3.6133333333333333,0.0,6
664,4.34,0.0,5
665,3.376666666666667,0.0,5
666,3.0500000000000003,0.0,6
667,4.03,0.0,6
668,3.72,0.0,5
669,4.03,0.0,6
670,2.5133333333333336,0.0,5
671,3.046666666666667,0.0,5
672,3.7933333333333334,0.0,5
673,3.046666666666667,0.0,5
674,3.8700000000000006,0.0,6
675,3.366666666666667,0.0,5
676,3.8700000000000006,0.0,6
677,3.17,0.0,5
678,3.06,0.0,5
679,3.8366666666666664,0.0,5
680,4.7700000000000005,0.0,5
681,2.893333333333333,0.0,6
682,3.0900000000000003,0.0,5
683,3.0366666666666666,0.0,5
684,3.7000000000000006,0.0,5
685,3.0366666666666666,0.0,5
686,2.643333333333333,0.0,5
687,3.3233333333333337,0.0,5
688,2.7999999999999994,0.0,5
689,2.986666666666667,0.0,5
690,2.861666666666667,0.0,3
691,3.453333333333333,0.0,5
692,3.1999999999999997,0.0,5
693,3.266666666666667,0.0,5
694,3.2600000000000002,0.0,5
695,1.863333333333333,0.0,6
696,2.5566666666666666,0.0,6
697,2.5566666666666666,0.0,6
698,3.4316666666666666,0.0,5
699,4.243333333333334,0.0,6
700,4.016666666666667,0.0,6
701,2.5566666666666666,0.0,6
702,2.5533333333333332,0.0,6
703,2.7866666666666666,0.0,4
704,3.3016666666666663,0.0,4
705,3.1950000000000003,0.0,5
706,2.62,0.0,5
707,2.6933333333333334,0.0,5
708,2.8216666666666668,0.0,6
709,3.4933333333333336,0.0,6
710,4.0183333333333335,0.0,5
711,3.268333333333333,0.0,5
712,3.1299999999999994,0.0,5
713,2.9299999999999997,0.0,5
714,3.64,0.0,5
715,2.6233333333333335,0.0,6
716,2.9299999999999997,0.0,5
717,2.723333333333333,0.0,5
718,3.0,0.0,5
719,2.5866666666666664,0.0,5
720,3.0,0.0,5
721,3.206666666666667,0.0,5
722,2.6999999999999997,0.0,5
723,2.57,0.0,5
724,2.905,0.0,4
725,3.276666666666667,0.0,5
726,2.97,0.0,6
727,2.33,0.0,5
728,2.33,0.0,5
729,2.431666666666667,0.0,6
730,3.5700000000000003,0.0,5
731,3.301666666666667,0.0,5
732,2.7216666666666662,0.0,5
733,2.5966666666666667,0.0,5
734,2.82,0.0,5
735,2.921666666666667,0.0,5
736,2.921666666666667,0.0,5
737,2.9299999999999997,0.0,6
738,3.2300000000000004,0.0,5
739,3.23,0.0,5
740,3.1166666666666667,0.0,6
741,3.323333333333333,0.0,5
742,2.3716666666666666,0.0,5
743,4.196666666666666,0.0,5
744,4.010000000000001,0.0,5
745,2.663333333333333,0.0,6
746,2.973333333333333,0.0,6
747,3.11,0.0,5
748,2.6266666666666665,0.0,6
749,2.663333333333333,0.0,6
750,3.016666666666667,0.0,5
751,3.016666666666667,0.0,5
752,2.7566666666666673,0.0,5
753,3.016666666666667,0.0,5
754,2.9866666666666664,0.0,6
755,2.9266666666666663,0.0,6
756,2.4299999999999997,0.0,6
757,2.9899999999999998,0.0,5
758,2.9899999999999998,0.0,5
759,3.143333333333334,0.0,5
760,3.276666666666667,0.0,5
761,3.405,0.0,5
762,3.1666666666666665,0.0,6
763,3.405,0.0,5
764,3.2966666666666664,0.0,6
765,3.323333333333333,0.0,6
766,3.19,0.0,5
767,2.8066666666666666,0.0,5
768,2.57,0.0,6
769,2.876666666666667,0.0,5
770,2.57,0.0,6
771,3.4483333333333337,0.0,5
772,3.4466666666666668,0.0,5
773,2.8633333333333333,0.0,6
774,2.866666666666667,0.0,6
775,2.733333333333333,0.0,5
776,2.6149999999999998,0.0,6
777,2.5683333333333334,0.0,6
778,3.0100000000000002,0.0,5
779,2.55,0.0,5
780,2.5233333333333334,0.0,6
781,2.3666666666666667,0.0,5
782,3.2900000000000005,0.0,5
783,2.3666666666666667,0.0,5
784,2.5666666666666664,0.0,5
785,3.5533333333333332,0.0,5
786,3.5533333333333332,0.0,5
787,3.6,0.0,6
788,3.6,0.0,6
789,3.1333333333333333,0.0,5
790,2.733333333333334,0.0,6
791,3.2033333333333336,0.0,5
792,2.5766666666666667,0.0,6
793,2.766666666666667,0.0,5
794,3.6366666666666667,0.0,6
795,3.9966666666666675,0.0,5
796,3.1566666666666667,0.0,5
797,3.3699999999999997,0.0,7
798,3.4133333333333336,0.0,6
799,3.4133333333333336,0.0,6
800,2.6300000000000003,0.0,5
801,3.08,0.0,5
802,1.8949999999999998,0.0,7
803,2.78,0.0,6
804,3.046666666666667,0.0,6
805,2.9599999999999995,0.0,7
806,3.0133333333333336,0.0,7
807,2.9599999999999995,0.0,7
808,2.6833333333333336,0.0,5
809,2.796666666666667,0.0,6
810,2.63,0.0,5
811,4.65,0.0,6
812,3.86,0.0,5
813,2.5100000000000002,0.0,4
814,4.516666666666667,0.0,6
815,3.86,0.0,5
816,3.5,0.0,6
817,3.8366666666666664,0.0,6
818,2.605,0.0,5
819,3.3033333333333332,0.0,5
820,2.561666666666667,0.0,5
821,1.7733333333333334,0.0,7
822,2.4566666666666666,0.0,5
823,2.4566666666666666,0.0,5
824,2.62,0.0,5
825,2.5666666666666664,0.0,5
826,2.703333333333333,0.0,7
827,2.5666666666666664,0.0,5
828,2.82,0.0,8
829,2.1966666666666668,0.0,6
830,2.751666666666667,0.0,4
831,2.1966666666666668,0.0,6
832,3.7533333333333334,0.0,3
833,4.17,0.0,4
834,3.2483333333333335,0.0,5
835,2.7883333333333336,0.0,5
836,2.4200000000000004,0.0,7
837,2.4200000000000004,0.0,7
838,3.5866666666666664,0.0,7
839,2.18,0.0,5
840,3.9966666666666666,0.0,7
841,2.42,0.0,5
842,3.8499999999999996,0.0,6
843,2.7116666666666664,0.0,5
844,3.536666666666667,0.0,6
845,2.4166666666666665,0.0,5
846,2.4166666666666665,0.0,5
847,2.7466666666666666,0.0,6
848,2.4166666666666665,0.0,5
849,2.4133333333333336,0.0,5
850,3.39,0.0,5
851,3.39,0.0,5
852,2.9133333333333336,0.0,5
853,3.35,0.0,6
854,3.35,0.0,6
855,2.7849999999999997,0.0,7
856,3.35,0.0,6
857,2.933333333333333,0.0,7
858,4.1499999999999995,0.0,7
859,2.5266666666666664,0.0,6
860,2.6266666666666665,0.0,5
861,2.4899999999999998,0.0,6
862,2.7466666666666666,0.0,5
863,2.6266666666666665,0.0,5
864,2.6266666666666665,0.0,5
865,2.6350000000000002,0.0,5
866,2.5033333333333334,0.0,6
867,2.546666666666667,0.0,6
868,2.5266666666666664,0.0,6
869,2.7533333333333334,0.0,6
870,2.8083333333333336,0.0,6
871,2.496666666666667,0.0,5
872,2.63,0.0,4
873,3.2266666666666666,0.0,7
874,3.7466666666666675,0.0,7
875,3.1700000000000004,0.0,7
876,2.523333333333333,0.0,4
877,2.8083333333333336,0.0,6
878,3.1999999999999997,0.0,6
879,2.6133333333333333,0.0,5
880,3.313333333333333,0.0,5
881,2.7716666666666665,0.0,6
882,3.0,0.0,6
883,2.6133333333333333,0.0,5
884,3.1999999999999997,0.0,6
885,3.2633333333333336,0.0,5
886,3.3066666666666666,0.0,6
887,3.8666666666666667,0.0,7
888,2.4566666666666666,0.0,6
889,3.98,0.0,5
890,2.5933333333333333,0.0,5
